id_materias,nome,creditos,descricao
ESZB030-17,Gestão de Tecnologia Hospitalar II,4,"Estudo dos setores hospitalares, seus produtos, clientes e tecnologia envolvida nos processos. Sistema de informação e manutenção hospitalar. Controle de equipamentos e avaliação da efetividade da manutenção. Manutenção produtiva e a qualidade total. Estudos de caso, assuntos emergentes de relevância e soluções de mercado."
ESZG019-17,Gestão Estratégica e Organizacional,2,"Conceito de estratégia; estratégia na visão de mercado; estratégia baseada em recursos, formulação da estratégia; análise da estratégia; estratégias de empresas em diferentes fases do ciclo de vida; estratégia em ambientes de inovação; implementação de estratégias; alinhamento da estratégia organizacional e da estratégia de manufatura."
ESZU011-17,Gestão Urbano-Ambiental,4,"Conceitos de sustentabilidade aplicados ao projeto e à gestão urbana. Interfaces da questão social e ambiental no planejamento. Processos participativos para planejamento e gestão. Bases de dados e sistemas de informação para gestão urbana e ambiental. Produção de diagnósticos integrados. Interfaces da regulação, gestão e investimentos: procedimentos para decisões participativas na formulação de orçamentos e planos de ação. Planejamento das áreas rurais e fronteiras de expansão urbana. Políticas de indução e estímulo à preservação de áreas de interesse ambiental. Prevêem-se visitas técnicas e/ou estudos de casos."
ESHR008-13,Globalização e os processos de Integração Regional,4,"Processos de integração na década de 1950. Ressurgimento de processos de integração regional na década de 90. Principais perspectivas teóricas que tentam explicar seu surgimento e desenvolvimento. Tensões entre regionalismo e globalização. Legitimidade e democracia e os processos de integração regional. Papel das empresas multinacionais. Comparação entre trajetórias recentes na Ásia, África, Europa e nas Américas (Nafta, Mercosul, Unasul)."
ESHT008-17,"Governança Pública, Democracia e Políticas No Território",4,"Estado e administração pública. Federalismo e relações intergovernamentais. Reforma do Estado e modelos de gestão pública. Teoria e prática da governança pública. Teoria democrática e participação pública. Democracia e inovações institucionais. Atores, instituições e redes de políticas públicas. Estado, mercado e movimentos sociais: cooperação e conflitos. Espaços, esferas e escalas na governança territorial. Exemplos e casos."
ESHP009-13,"Governo, Burocracia e Administração Pública",4,"A evolução histórica da burocracia nas democracias modernas; Tensões e interações entre burocracia e política; Burocracia, Estado e sociedade em regimes democráticos; Formas de organização da burocracia e da administração pública moderna; Burocracia e administração pública no contexto brasileiro: perspectivas históricas e formatação atual; Reforma do Estado."
MCZB010-13,Grupo Fundamental e Espaço de Recobrimento,4,"Homotopia de funções. Grupo fundamental. Teoria dos espaços de recobrimento e sua relação com o grupo fundamental. O grupo fundamental do círculo, do toro e de alguns grupos clássicos. Teorema de Van Kampen. O grupo fundamental das superfícies compactas. Aplicações: Teorema do Ponto Fixo de Brouwer, Teorema de Borsuk-Ulam, Teorema Fundamental da Álgebra."
MCTB018-17,Grupos,4,"Definição de grupo e exemplos. Subgrupos. Grupos cíclicos. Classes laterais. Teoremas de Lagrange e de Cayley. Subgrupos normais e grupos quociente. Homomorfismo, isomorfismo e Teorema do Homomorfismo. Grupos de permutação. Ação de grupos. Teoremas de Sylow. Grupos abelianos finitamente gerados. Grupos solúveis."
ESTU007-17,Habitação e Assentamentos Humanos,4,"Dimensão do problema habitacional no Brasil; déficit e inadequação habitacional; Precariedade habitacional (favelas, loteamentos, cortiços, outros tipos de assentamentos); Políticas e Programas de urbanização e integração de assentamentos precários: alcances e limitações; Habitação e a questão ambiental: agenda, conflitos e possibilidades; Assentamentos precários: diagnóstico integrado e estratégias de intervenção. Assentamentos precários localizados em áreas de interesse ambiental. Estudos de caso."
ESTU028-17,Hidráulica de Condutos Forçados,3,Escoamento laminar e turbulento. Lei universal de distribuição de velocidade. Leis de resistência no escoamento turbulento. Escoamento em condutos forçados: fórmulas práticas. Perdas de carga distribuída e localizada. Bombeamento e cavitação. Golpe de Aríete. Escoamento em meio poroso não saturado: Lei de Darcy.
ESTU029-17,Hidráulica de Condutos Livres,2,"Tipos de Escoamento. Distribuição de velocidades na seção. Distribuição de pressões. Escoamento permanente e uniforme em canais. Elementos de projetos de canais. Energia específica. Ressalto hidráulico. Orifícios, tubos curtos e Comportas. Vertedores. Escoamento permanente gradualmente variado. Determinação do perfil d'água em canais prismáticos. Medição de vazão em canais. Escoamento Variável. Propagação de cheias em Rios. Introdução à Modelagem Hidráulica de Canais."
ESZE048-17,Hidrogênio e Células a Combustível,4,Produção do hidrogênio: Eletrolise e Reforma. Armazenamento e Transporte de Hidrogênio. Células a combustível. Tipos de células a combustível. Novas tecnologias. Análise econômica e prospecção tecnológica do hidrogênio e células a combustível.
ESTU009-17,Hidrologia,4,"Ciclo hidrológico, Bacia hidrográfica, Pluviometria e Fluviometria, Vazão de referência, Evaporação e Evapotranspiração, Movimento da água no solo (infiltração e percolação). Caraterização morfométrica da bacia hidrográfica. Escoamento superficial, Equação das chuvas, Período de retorno, Tempo de concentração, Transformação da precipitação em escoamento (métodos de estimativa de vazões). Regularização de Vazões. Controle de Enchentes."
NHT1054-15,Histologia e Embriologia,6,"Biologia dos tecidos fundamentais (epitelial, conjuntivo, muscular e nervoso). Noções de embriologia e morfogênese humana. Placentação. Atividade funcional do sistema hemolinfopoético."
NHZ2031-11,História da Astronomia,4,"Estudo da evolução da ciência astronômica desde a Grécia Antiga até o Século XVII. Com o objetivo de melhor compreender as relações entre astronomia, física e cosmologia nos diferentes períodos históricos abordados, procurar-se-á explicitar o estatuto das ¿hipóteses¿ ou modelos matemáticos concebidos para reproduzir os movimentos dos astros na obra de cada autor."
ESZU029-17,História da Cidade e do Urbanismo,4,Aspectos conceituais e de análise do processo de transformação da cidade ao longo da História e do urbanismo contemporâneo. A cidade na História. A Revolução Industrial e as origens do urbanismo. O urbanismo no século XX. Metrópoles e megalópoles. A cidade contemporânea: globalização e projetos urbanos. História da cidade e do urbanismo no Brasil.
ESHT009-17,História da Cidade e do Urbanismo,4,Aspectos conceituais e de análise do processo de transformação da cidade ao longo da História e do urbanismo contemporâneo. A cidade na História. A Revolução Industrial e as origens do urbanismo. O urbanismo no século XX. Metrópoles e megalópoles. A cidade contemporânea: globalização e projetos urbanos. História da cidade e do urbanismo no Brasil.
NHZ5016-15,História da Educação,4,"A educação como processo histórico. Relações entre educação e história, suas consequências para a prática educativa atual. Correntes pedagógicas dos momentos históricos passados e seus desdobramentos contemporâneos."
NHH2032-13,História da Filosofia Antiga: Aristóteles e o Aristotelismo,4,"A disciplina tem por objetivo o estudo de algumas noções centrais na filosofia de Aristóteles, a saber: matéria e forma; potência e atualidade; natureza, mudança e movimento; a teoria das quatro causas e suas implicações ontológicas, metafísicas e epistemológicas; substância, essência e acidente; teoria da predicação; as categorias."
NHH2033-13,História da Filosofia Antiga: Platão e o Platonismo,4,"A disciplina tem em vista a introdução ao estudo de fontes antigas, dos pré-socráticos a Platão. Nesse âmbito, pretende-se investigar e discutir as primeiras tentativas filosóficas de compreensão e explicação da natureza e do homem, a partir do exame dos seguintes temas: arché e physis, a dialética platônica e o diálogo como escrita filosófica; maiêutica e anamnese; a doutrina das formas; a natureza do conhecimento."
NHH2034-13,História da Filosofia Contemporânea: o século XIX,4,"Estudo de elementos do cenário filosófico, especialmente entre meados do século XIX e início do século XX, que possam ser apontados como emblemáticos da ruptura entre a filosofia moderna e sua expressão contemporânea, com ênfase na caracterização, ainda que geral, desta última. Dentre outros elementos, propõe-se o estudo da busca da filosofia contemporânea por superar os modelos filosóficos metafísicos anteriores."
NHH2035-13,História da Filosofia Contemporânea: o Século XX,4,"Estudo de vertentes diversas da filosofia produzida no contexto entre-guerras e após a II Guerra Mundial. Busca compreender o desenvolvimento do pensamento filosófico elaborado frente aos acontecimentos históricos do século XX e, eventualmente, seus desdobramentos no século atual."
NHZ2036-11,História da Filosofia da Antiguidade Tardia,4,"Estudo da filosofia desenvolvida entre o Séc. III e o início da Idade Média. Serão investigadas as múltiplas influências, entre as quais se destaca o cristianismo, que vêm sobrepor-se ao projeto de síntese das filosofias aristotélica e platônicaempreendida por alguns dos mais importantes pensadores do período."
NHH2086-16,História da Filosofia Medieval: do Século IV ao X,4,"Estudam-se temas e autores que marcaram o pensamento filosófico referente ao período que se estendeu do século IV ao X. A filosofia da época problematizava especialmente algumas questões, dentre as quais: ontologia; disciplinas liberais e educação; o alcance e o limite do conhecimento e da vontade; fé e razão; dialética; ética; pecado; liberdade; política; escravidão; recepção da filosofia anterior, etc. Entre os principais filósofos do período, podem ser mencionados: Jâmblico, Agostinho, Proclo, Boécio, Filopono, Al-Farabi, Ibn Sina (Avicena), Ibn Gabitol (Avicebron), Anselmo e Al-Ghazali."
NHH2087-16,História da Filosofia Medieval: do Século XI ao XIV,4,"Estudam-se autores e temas que caracterizaram o pensamento filosófico medieval, com enfoque no período que se estende do século XI ao XIV. Entre os autores que podem ser estudados, mencionamos: Pedro Abelardo, Pedro Lombardo, Ibn-Rushd (Averróis), Maimônides, Grosseteste, Alberto Magno, Tomás de Aquino, Boaventura, Raimundo Lulio, Duns Scotus, Eckhart, Marsílio de Pádua, Ockham, Jean Buridan. Entre os temas a serem assunto do curso estão: metafísica (as provas da existência de Deus, a disputa sobre a eternidade do mundo, ser e existência, ontologia), lógica (a querela sobre os universais, a relação entre fé e razão, lógica e linguagem, filosofia e teologia, nominalismo, predicação, teologia e filosofia, as ciências intermediárias), ética (felicidade, virtudes e vícios, pecado, o mal, liberdade e predestinação, os futuros contingentes), filosofia política (justiça, lei, o poder eclesiástico, sistemas de governo, escravidão), a recepção da filosofia antiga (platonismo e aristotelismo) e o debate sobre o intelecto agente."
NHZ2037-11,História da Filosofia Medieval: Escolas Franciscanas e Nominalismo,4,"Estudo das filosofias de Duns Escoto e Guilherme de Ockham e de suas relações com os comentadores árabes de Aristóteles, em especial com Avicena. Serão investigados alguns temas centrais da filosofia destes autores representativosdas escolas franciscanas, como a relação entre ser e essência, o problema do sujeito da metafísica e o problema dos universais."
NHH2038-13,História da Filosofia Medieval: Patrística e Escolástica,4,"A disciplina visa investigar e discutir alguns temas centrais da Filosofia Medieval, tendo em vista a recepção das obras de Platão e Aristóteles. Nesse sentido, pretende-se compreender o universo filosófico medieval a partir dos seguintes aspectos: verdade e conhecimento; razão, fé e as provas da existência de Deus; a subalternação das ciências e as ciências intermediárias; resolutio e compositio."
NHZ2039-11,História da Filosofia Moderna: o Idealismo alemão,4,"Trata-se de analisar o pensamento dos filósofos do chamado ¿idealismo alemão¿, ou seja, a filosofia alemã imediatamente posterior a Kant. O criticismo e a questão do dogmatismo. Razão e entendimento. A religião e o absoluto. A doutrina daciência e o sistema do idealismo transcendental. Filosofia da natureza e filosofia do espírito. Dialética e especulação. O sistema do saber absoluto. A razão e a história."
NHH2040-13,História da Filosofia Moderna: o Iluminismo e seus desdobramentos,4,"Centrando-se no pensamento produzido entre os séculos XVIII e XIX, estuda o período das luzes, sobretudo na França e na Alemanha, bem como seus desdobramentos no idealismo alemão. Propõe-se a compreender como a modernidade filosófica procura estabelecer, a partir da razão autônoma, os critérios que nortearão o conhecimento e a determinação das normas morais e jurídicas a serem reconhecidas como válidas no mundo das interações e instituições."
NHH2041-13,História da Filosofia Moderna: perspectivas racionalistas,4,"A disciplina visa apresentar um panorama geral sobre o nascimento da Filosofia Moderna, tendo em vista alguns de seus aspectos centrais. Nesse sentido, serão abordados os seguintes temas: razão, experiência e método; sujeito e objeto na Filosofia Moderna; metafísica, verdade e fundamentação do conhecimento; matematização e mecanização da natureza; razão e fé."
NHZ2042-11,História da Linguagem ,4,"Esta disciplina discute alguns conceitos principais para compreender, na perspectiva das teorias do conflito, a evolução das línguas e do conhecimento sobre a linguagem e seu papel social ao longo da História. Sendo a linguagem também matéria-prima de construção da própria História, a disciplina aborda o modo como alguns recursos de linguagem são apropriados em diferentes espaços geográficos e momentos históricos para a produção do confronto social dos discursos. Serão apresentados os principais troncos lingüísticos e as teorias sobre a evolução das línguas levando em conta fatores de choque vinculados à ordem política, econômica, social, cultural e cognitiva. Sendo um tema muito amplo e de enorme riqueza de aspectos e nuances, a disciplina faz a opção de tratar das línguas minoritárias, com especial ênfase às línguas indígenas da América do Sul, e das línguas hegemônicas nos espaços da anglofonia e da lusofonia. Serão tratados com especial atenção tópicos relacionados às fases de transição envolvendo processos históricos de decadência e emergência de novas línguas, e processos geográficos de irradiação lingüística e cultural que geraram o quadro atual das línguas do mundo de hoje. E o papel dos meios massivos e das tecnologias de comunicação e informação será problematizado para discutir a instituição de novos processos comunicativos e acorrespondente mobilização de novos recursos de linguagem."
MCTD010-18,História da Matemática,4,"Matemática como construção humana; Origens da Matemática. Contribuições de diferentes civilizações antigas. Matemática Oriental e a Matemática Ocidental na Idade Média. Desenvolvimentos da Álgebra ao longo da História (Álgebra retórica, sincopada e simbólica; números complexos; geometria analítica; estruturas algébricas). Desenvolvimentos da Geometria ao longo da História (Teorias euclidianas e Teorias não euclidianas). Desenvolvimentos do cálculo diferencial e integral ao longo da História (processos de cálculo de área, volume e traçados de tangentes, Newton e Leibniz, crítica e fundamentação do cálculo, análise). Matemática Contemporânea (lógica de Boole, teoria dos conjuntos, aritmetização da análise, teoria dos fractais, teoria do caos). Relações étnico-raciais e de gênero implicadas na História da Matemática; História da Matemática como estratégia na educação básica."
ESHR024-14,História da Política Externa Brasileira,4,"A política externa brasileira desde a Independência até o fim da Guerra Fria. Relação entre política externa, contexto interno e estratégias de desenvolvimento. Autonomia e dependência. Inserção na região e na economia mundial. As relações com os Estados Unidos. Articulação entre a política externa brasileira, a busca do desenvolvimento e a construção do Estado nacional."
NHZ2043-11,História da Sociedade Contemporânea ,4,"Serão estudados momentos fundamentais da história dos séculos XX e XXI, proporcionando a possibilidade de traçar, a partir dos momentos estudados, um panorama geral da história da sociedade ocidental na contemporaneidade."
NHZ2044-11,História das Ciências no Brasil,4,"Técnica e saberes no Brasil Colônia. Diversos aspectos da colonização e cultura. Construções, artes médicas e boticas, filosofia natural, bibliotecas, matemática e astronomia. A recepção da ciência moderna nas colônias. Desenvolvimento social e econômico dos séculos XVII e XIX. Ilustração Luso brasileira. Redes de conhecimento entre as colônias. Ciências naturais no século XIX, Viajantes e Museus. Instituições de ciências no período republicano."
NHZ1031-15,História das Ideias Biológicas,2,Desenvolvimento das idéias evolutivas; História da Sistemática e da Biogeografia; História da Ecologia; História da Teoria Celular; Filosofia da Biologia; Relações da Biologia com outros campos do conhecimento ao longo da história.
ESZR008-13,História de atuação do Brasil nos processos de integração sul-americana,4,"América Latina, América do Sul e o pan-americanismo. Atuação do Brasil na região. Pacificação da fronteira. Teoria e prática da prioridade da política externa brasileira. Agenda sul-americana. Liderança e consenso."
ESHC019-17,História do Pensamento Econômico,4,"A filosofia política do século XVII. Ideias econômicas anteriores a Adam Smith: mercantilistas e fisiocratas. Adam Smith: teorias do valor e do bem-estar social. David Ricardo: teoria da renda e do lucro, teoria do valor trabalho e distribuição de renda e teoria das vantagens comparativas. Thomas Malthus e teoria da superprodução. Jeremy Bentham e a filosofia utilitarista. Jean Baptiste Say, a lei de funcionamento dos mercados e a impossibilidade de superprodução. A economia política de John Stuart Mill. Walras e a teoria do equilíbrio econômico geral. Neutralidade da moeda e a dicotomia entre o lado real e o lado monetário no pensamento clássico. Alfred Marshall e os pilares da análise microeconômica da produção e do consumo. Crítica de Marx à economia clássica. As ideias de John Maynard Keynes e o nascimento da macroeconomia. Os economistas e a política no século XX."
ESHR026-14,História do Terceiro Mundo,4,"Os nacionalismos pós II Guerra e os enfraquecimentos dos vínculos coloniais. Ideologias: nacionalismos árabes, pan-arabismo, pan-africanismo, marxismos terceiro-mundistas, nacionalismos latino-americanos. A importância da CEPAL. As principais Conferências internacionais terceiro-mundistas: Bandung (1955-56), Belgrado (1961), Havana (1979). O Não–Alinhamento. Revoluções e Políticas Anti-imperialistas nas décadas de 1960 e 1970 (China, Gana, Tanzânia, Irã, Egito, Líbia, Vietnã, Brasil, Cuba). A Nova Ordem Econômica Internacional. A UNCTAD e o papel da ONU. Crise do Não-Alinhamento. O Terceiro Mundo e os BRICS: continuidades e descontinuidades."
NHZ1093-19,História e Ambiente,2,"Temas e Abordagens da História Ambiental;   Iluminismo e visões de natureza; Estudos de casos: Visões de natureza sobre  a Amazônia, Mata atlântica, Cerrado Pampa, Pantanal e Caatinga; Estudos de casos: Visões sobre as águas e balneários brasileiros; Debates sobre a natureza no século XIX e XX e início do ativismo; Conhecimento biológico e a resolução de controvérsias contemporâneas: transgênicos, desmatamento, poluição, biomedicina, etc.  Produção de um roteiro de atividades de ensino."
NHZ2045-11,História e Filosofia da Ciência,4,"O curso visa explorar as relações entre a história e a filosofia da ciência. Será discutido em que sentido a história da ciência constitui a matéria de que tratam as reflexões da filosofia da ciência, ao mesmo tempo em que se procurará investigar até que ponto a filosofia da ciência pode contribuir com o estudo histórico de textos científicos na constituição de uma história da ciência que, longe de ser mero repositório de fatos, é discurso filosófico."
NHZ5017-15,História e Filosofia das Ciências e o Ensino de Ciências,4,Concepções sobre o papel da História e da Filosofia da Ciência (HC) no ensino; História e pseudo-história da ciência; HC e natureza do conhecimento científico; HC e concepções alternativas sobre conceitos científicos; HC e relações entre ciência – tecnologia – cultura – sociedade; Exemplos de propostas de trabalho com HC no ensino de ciências.
ESHC020-17,História Econômica Geral,4,Grandes linhas da evolução das sociedades. Antiguidade e feudalismo. Transição para o capitalismo. Origem do capitalismo. Antigo Sistema Colonial. Revolução Industrial. Revoluções burguesas. Hegemonia inglesa e nova divisão internacional do trabalho. Industrialização atrasada. Segunda Revolução Industrial. Crise de hegemonia inglesa e do padrão-ouro. Crise dos anos 1930. “Era de ouro do capitalismo” e Estado de bem-estar social. Terceiro Mundo: independência e divergência. Revolução Científica à Big (Business) Science. Revolução da Tecnologia da Informação.
NHZ2046-11,História Social da Tecnologia na América Latina,4,"Panorama da Tecnologia e Industrialização no mundo ocidental. Evolução dos aspectos econômicos e sociais das estratégias de ciência, tecnologia e inovação de países em desenvolvimento. A abordagem cepalina. A abordagem neoschumpeteriana. O papel das empresas multinacionais. Ambiente institucional, limitações e oportunidades de desenvolvimento dos países da América Latina."
NHH2047-13,Historiografia e História das Ciências,4,"Discussão de temas importantes ao debate historiográfico e sua relação com a História das Ciências. Dentre os conteúdos estudados, destacamos: o conceito histórico de tempo, a cientificidade da história, a Escola dos Annales, a Nova História, as influências da Antropologia na narrativa histórica, a historiografia da História das Ciências: Ciência Local e Ciência Mundo, a História Geral das Ciências e os estudos de caso, a construção do conhecimento histórico sobre as ciências, a prática documental, a intersecção de diferentes áreas profissionais."
BHQ0001-15,Identidade e Cultura,3,"Os diversos conceitos de cultura através dos tempos; teorias sociais sobre cultura; cultura como conceito antropológico; a questão da diversidade cultural e as teorias que as explicam; o evolucionismo, o funcionalismo, o culturalismo, a difusão cultural, o estruturalismo e a teoria interpretativa da cultura; cultura e personalidade; socialização e cultura; abordagem interacionista de cultura; o significado de aculturação; cultura popular; cultura de massa; cultura de classe; cultura e a noção bourdieuana de “habitus”; usos sociais da noção de cultura; cultura política, cultura empresarial e organizacional; relativismo cultural e etnocentrismo; conceitos de identidade; relação de identidade e cultura; identidade cultural e identidade social; concepção relacional e situacional de identidade cultural; cultura, identidade e etnia; Estado e identidade; estratégias de identidade; fronteiras da identidade; cultura e identidade na globalização; Políticas Públicas e identidade cultural; etnografia como forma de compreender a cultura de grupos sociais; estudo de casos de implementação de Políticas Públicas em grupos sociais distintos: sucessos e insucessos."
ESZE103-17,Iluminação Rural Fotovoltaica,4,Luz e iluminação. Variáveis fotométricas. Instrumentos de medição da luz. Iluminação e desenvolvimento humano. Evolução da iluminação no meio rural. Iluminação por chama. Dispositivos de iluminação por chama. Combustíveis da iluminação por chama. Iluminação elétrica. Histórico da iluminação elétrica no meio rural. Gerador fotovoltaico e iluminação elétrica. Lâmpadas incandescentes. Lâmpadas fluorescentes compactas. Lâmpadas LED (Light Emitting Diodes). Gerador fotovoltaico e consumo de energia das lâmpadas elétricas. Eficiência energética atrelada à iluminação elétrica gerada por sistemas fotovoltaicos. Análise do ciclo de vida das lâmpadas elétricas. Impactos da iluminação na qualidade de vida. Impactos ambientais da iluminação. Atração de insetos. Impactos na saúde das pessoas.
ESZE063-17,Impacto Ambiental e Social Na Cadeia de Produção de Petróleo,4,"Análise e mitigação de risco de acidentes e impactos ambientais. Estudo de casos práticos. Casos típicos: vazamento de óleo, gás natural e acidentes industriais. Princípios gerais de legislação ambiental. O contrato trabalhista, aspectos técnicos, sociais e legais."
ESZE109-17,Impactos Econômicos e Socioambientais da Geração Fotovoltaica,2,Histórico da energia solar fotovoltaica no Brasil e no mundo. Distribuição do mercado fotovoltaico mundial. Participação da energia solar fotovoltaica na matriz elétrica mundial. Curvas de aprendizado dos componentes de sistemas fotovoltaicos. Custo de geração fotovoltaico e nível de competitividade diante de outras fontes. Tipos de mecanismos de incentivo à geração solar fotovoltaica. Barreiras à difusão da tecnologia solar fotovoltaica. Análise de ciclo de vida dos componentes de sistemas fotovoltaicos. Externalidades associadas à geração fotovoltaica. Energia solar fotovoltaica e desenvolvimento.
NHZ1090-15,Imunologia Aplicada,4,Conceitos básicos do funcionamento do sistema imune inato e adaptativo em condições fisiológicas normais e patológicas.
ESZP042-14,Indicadores de Políticas Públicas,4,"O que são indicadores e como são criados. Características dos indicadores. Indicadores econômicos. Indicadores sociais. Indicadores de desenvolvimento humano. Indicadores de sustentabilidade. A aplicação dos indicadores nas pesquisas sociais. Acesso, manuseio e análise de dados e indicadores disponíveis."
NHZ4059-15,Indústria de Polímeros,4,"Estuda a síntese, caracterização e processamento de polímeros."
MCZB012-13,Inferência Estatística,4,Amostras e distribuições amostrais. Métodos de estimação clássicos e bayesianos. Suficiência. Família exponencial. Métodos de obtenção de estimação por intervalos. Métodos de obtenção de testes de hipóteses.
ESZI027-17,Informação e Sociedade,2,"Introdução à teoria geral dos sistemas e conceito de Inteligência Social; Sistemas sociais e comportamentos coletivos: panorama de abordagens teóricas; Princípios básicos da ciência de redes e suas aplicações a organizações sociais; Redes de Mundo Pequeno e sistemas de busca em rede; Redes virais e modelos de percolação de doenças; Redes de comunicação, inovação, conhecimento e formação de opinião; Computação Social, simulação e previsibilidade em comportamento de redes; A linguagem natural como rede de mundo pequeno"
ESZT005-17,Informática Aplicada ao Planejamento Territorial,4,Ferramentas de informática para realização de simulações e modelagens em 2D e 3D e a integração de dados de CAD e GIS. Recursos de representação e desenvolvimento de planos e projetos de planejamento territorial.
ESZI013-17,Informática Industrial,4,"Controlador lógico programável (CLP): arquitetura e programação de CLPs, Padrão IEC 61131–3 e Desenvolvimento de aplicativos; Tecnologias e aplicativos industriais: padrão OLE para Controle de Processo, OPC–DA, aplicações cliente baseadas no OPC e XML. Sistemas SCADA e Desenvolvimento de Aplicativos."
ESZP023-13,Inovação e Desenvolvimento Agroindustrial,4,"As origens e a consolidação do padrão produtivista. A “Revolução Verde” e a difusão internacional de tecnologias agrícolas. As atuais transformações tecnológicas, institucionais e organizacionais da pesquisa agrícola e dos principais sistemas e complexos agroindustriais. As contribuições da economia institucional e evolucionária. O atual cenário agrícola e agroindustrial brasileiro."
ESZG037-17,Inovação Estratégica,2,"Resolução de problemas nas organizações; competências e habilidades em inovação e criatividade; Ferramentas e Métodos de geração, seleção, teste e análise de ideias; Organizações, grupos e indivíduos criativos; Inovação e Co-criação; Business Model Generation; Inovação como Processo; Aspectos de Liderança para Inovação."
ESZP043-14,Inovação nos Serviços Públicos,4,"Reforma do Estado e a Nova Gestão Pública. Novas formas de gestão dos serviços públicos: PPP, OSCIP e OSS. Redes públicas na gestão local: câmaras setoriais, consórcios intermunicipais e novos modelos de cooperação intergovernamental. Inovação democrática: a participação popular através dos Conselhos Gestores e do Orçamento Participativo. Inovação tecnológica: governo eletrônico e sistemas de informação."
ESTG010-17,Inovação Tecnológica,4,"Aspectos históricos e evolução tecnológica; conceituação de P&D (pesquisa e desenvolvimento): manual de Oslo, manual de Frascati, manual de Lisboa; economia, ciência & tecnologia e desenvolvimento; ciclos históricos de desenvolvimento tecnológico; intensificação e aceleração do processo de desenvolvimento tecnológico; invenção, inovação e empreendedorismo; fontes de geração, difusão e transferência de tecnologias; economia industrial e estruturas de mercado; transferência de tecnologia, noções básicas de gestão de projetos de ciência, tecnologia e inovação; políticas públicas de fomento à ciência, tecnologia e inovação; experiências internacionais de políticas públicas de fomento a C&T&I; hélice tripla de inovação e sistema nacional de inovação; estímulos governamentais à inovação na empresa privada."
ESTE019-17,Instalações Elétricas I,4,Conceitos fundamentais; Previsão de cargas e divisão de circuitos; Dimensionamento e proteção de instalações elétricas; Proteção contra choques elétricos; Sistemas de aterramento; Entrada consumidora e cálculo de demanda; Materiais elétricos de baixa tensão; Fator de potência; Luminotécnica; Desenvolvimento de projeto de instalação predial.
ESTE020-17,Instalações Elétricas II,4,"Considerações gerais; Equipamentos elétricos industriais e suas características; Cálculo de curto-circuito; Proteção e coordenação da proteção em instalações elétricas industriais; Seleção de equipamentos para manobra e proteção de motores elétricos; Proteção contra descargas atmosféricas e surtos de tensão; Compensação de reativos, harmônicos e conceitos de Qualidade de Energia Elétrica; Grupos motor-gerador; Subestação de consumidor; Desenvolvimento de projeto elétrico industrial."
ESZB031-17,Instalações Hospitalares,4,"Projeto físico de Estabelecimentos Assistenciais de Saúde (EAS); Programação físico- funcional dos EAS: Atividades assistenciais e atividades de apoio técnico; Dimensionamento e quantificação das instalações prediais dos EAS; Instalações ordinárias e especiais: elétrica, dados e voz, hidro-sanitária, gases medicinais e controle ambiental: Normas e Recomendações; Segurança hospitalar: riscos, segurança elétrica, segurança mecânica, segurança em radiação: Normas e recomendações; Controle de infecções: Normas e Recomendações."
ESZP002-13,Instituições Judiciais e Políticas Públicas,4,Instituições judiciais; Ciclo de políticas públicas; Constitucionalismo e democracia; Judicialização da política e das relações sociais; Democracia contemporânea.
ESTB025-17,Instrumentação Biomédica I,4,"Características estáticas e dinâmicas de sistemas de medição. Impedância de entrada e saída. Filtros analógicos passivos RLC. Amplificadores operacionais ideais e não ideais. Amplificador operacional e suas aplicações: amplificador inversor e não inversor, seguidor de tensão, somador, integrador, diferenciador e diferencial. Amplificador de instrumentação. Filtros ativos passa-baixas, passa-altas, passa-faixa, filtro notch, retificador e detector de envoltória. Segurança elétrica e circuitos de isolamento. Reduc ao de interferências e boas práticas para redução de ruído."
ESZB025-17,Instrumentação Biomédica II,4,"Flip-flops: RS, D, JK, T e suas aplicações. Amostragem de sinais no tempo discreto: motivação, sinais no tempo discreto, série de Fourier, transformada de Fourier, delta de Dirac, amostragem por impulsos, análise do espectro do sinal amostrado. Aliasing, teorema de Nyquist, filtro anti-aliasing. Conversão AD/DA: retenção e amostragem, características de conversores AD/DA, tipos de conversores e princípios de funcionamento. Sistemas discretos: discretização de equações diferenciais, equações de diferenças, transformada de Fourier no tempo discreto, transformada Z, função de transferência e análise da resposta em frequência. Filtragem digital de sinais: filtros FIR e IIR.  Desenvolvimento de projeto integrado para criação de dispositivo de auxílio ao diagnóstico e monitoração."
ESTO004-17,Instrumentação e Controle,4,Princípios de controle automático: controle de malha aberta e de malha fechada; diagramas de blocos; modelagem matemática de sistemas dinâmicos no espaço de estados; controladores elementares; Princípios de medição de grandezas físicas; instrumentos indicadores eletromecânicos; transdutores de instrumentação de sistemas de medições; Circuitos de instrumentação: medições com pontes; osciloscópios; tempo de resposta e resposta em freqüência de sensores.
ESZA013-17,Instrumentação e Metrologia Óptica,4,"Conceitos básicos de óptica moderna; a luz em meios especiais; óptica de Fourier e a holografia; fontes e sensores de luz; elementos ópticos e ajuste de sistemas ópticos; medição de comprimento; medição de formas; medição de deslocamento, deformação e vibração; medição de velocidade, temperatura e pressão; inspeção de falhas; processamento de dados na metrologia óptica; tópicos avançados em metrologia óptica."
